0.000000000000000000e+00,5.000000000000000000e+01,1.050000000000000000e+03,2.050000000000000000e+03,3.050000000000000000e+03,4.050000000000000000e+03,5.050000000000000000e+03,6.050000000000000000e+03,7.050000000000000909e+03,8.050000000000000000e+03,9.050000000000000000e+03,1.005000000000000000e+04,1.105000000000000000e+04,1.205000000000000000e+04,1.305000000000000000e+04,1.405000000000000182e+04,1.505000000000000000e+04,1.605000000000000000e+04,1.705000000000000000e+04,1.805000000000000000e+04,1.905000000000000000e+04,2.005000000000000000e+04,2.105000000000000000e+04,2.205000000000000000e+04,2.305000000000000000e+04,2.405000000000000000e+04,2.505000000000000000e+04,2.605000000000000000e+04,2.705000000000000000e+04,2.805000000000000364e+04,2.904999999999999636e+04,3.005000000000000000e+04,3.105000000000000000e+04,3.205000000000000000e+04,3.305000000000000000e+04,3.405000000000000000e+04,3.505000000000000000e+04,3.605000000000000000e+04,3.705000000000000000e+04,3.805000000000000000e+04,3.905000000000000000e+04,4.005000000000000000e+04,4.105000000000000000e+04,4.205000000000000000e+04,4.305000000000000000e+04,4.405000000000000000e+04,4.505000000000000000e+04,4.605000000000000000e+04,4.705000000000000000e+04,4.805000000000000000e+04,4.905000000000000000e+04,5.005000000000000000e+04,5.105000000000000000e+04,5.205000000000000000e+04,5.305000000000000000e+04,5.405000000000000000e+04,5.505000000000000728e+04,5.605000000000000728e+04,5.705000000000000728e+04,5.804999999999999272e+04,5.905000000000000000e+04,6.005000000000000000e+04,6.105000000000000000e+04,6.205000000000000000e+04,6.305000000000000000e+04,6.405000000000000000e+04,6.505000000000000000e+04,6.605000000000000000e+04,6.705000000000000000e+04,6.805000000000000000e+04,6.905000000000000000e+04,7.005000000000000000e+04,7.105000000000000000e+04,7.205000000000000000e+04,7.305000000000000000e+04,7.405000000000000000e+04,7.505000000000000000e+04,7.605000000000000000e+04,7.705000000000000000e+04,7.805000000000000000e+04,7.905000000000000000e+04,8.005000000000000000e+04,8.105000000000000000e+04,8.205000000000000000e+04,8.305000000000000000e+04,8.405000000000000000e+04,8.505000000000000000e+04,8.605000000000000000e+04,8.705000000000000000e+04,8.805000000000000000e+04,8.905000000000000000e+04,9.005000000000000000e+04,9.105000000000000000e+04,9.205000000000000000e+04,9.305000000000000000e+04,9.405000000000000000e+04,9.505000000000000000e+04,9.605000000000000000e+04,9.705000000000000000e+04,9.805000000000000000e+04,9.905000000000000000e+04
2.015924798676610408e+01,1.613035199318591140e+02,1.613035199318591140e+02,1.613035199318590571e+02,1.613035199318590855e+02,1.613035199318591424e+02,1.613035199318591140e+02,1.613035199318590571e+02,1.613035199318590855e+02,1.613035199318590855e+02,1.613035199318590855e+02,1.613035199318591140e+02,1.613035199318591140e+02,1.613035199318591140e+02,1.613035199318590855e+02,1.613035199318590287e+02,1.613035199318590855e+02,1.613035199318590287e+02,1.613035199318590855e+02,1.613035199318591140e+02,1.613035199318590287e+02,1.613035199318591140e+02,1.613035199318590287e+02,1.613035199318590855e+02,1.613035199318590855e+02,1.613035199318591424e+02,1.613035199318591140e+02,1.613035199318590855e+02,1.613035199318590571e+02,1.613035199318590287e+02,1.613035199318590855e+02,1.613035199318591424e+02,1.613035199318590855e+02,1.613035199318590571e+02,1.613035199318590571e+02,1.613035199318590855e+02,1.613035199318590855e+02,1.613035199318591424e+02,1.613035199318590855e+02,1.613035199318591140e+02,1.613035199318590855e+02,1.613035199318591140e+02,1.613035199318591140e+02,1.613035199318591140e+02,1.613035199318590571e+02,1.613035199318591140e+02,1.613035199318590571e+02,1.613035199318590855e+02,1.613035199318590571e+02,1.613035199318590571e+02,1.613035199318591140e+02,1.613035199318590855e+02,1.613035199318590571e+02,1.613035199318590287e+02,1.613035199318590571e+02,1.613035199318590855e+02,1.613035199318591140e+02,1.613035199318591992e+02,1.613035199318590855e+02,1.613035199318590855e+02,1.613035199318590855e+02,1.613035199318590855e+02,1.613035199318590855e+02,1.613035199318591140e+02,1.613035199318591424e+02,1.613035199318591424e+02,1.613035199318591140e+02,1.613035199318590855e+02,1.613035199318591140e+02,1.613035199318590571e+02,1.613035199318590855e+02,1.613035199318591424e+02,1.613035199318590571e+02,1.613035199318591424e+02,1.613035199318590287e+02,1.613035199318590003e+02,1.613035199318590855e+02,1.613035199318590287e+02,1.613035199318590855e+02,1.613035199318591140e+02,1.613035199318590855e+02,1.613035199318591140e+02,1.613035199318590571e+02,1.613035199318590287e+02,1.613035199318590855e+02,1.613035199318590571e+02,1.613035199318590855e+02,1.613035199318591140e+02,1.613035199318590855e+02,1.613035199318590855e+02,1.613035199318590855e+02,1.613035199318591140e+02,1.613035199318590855e+02,1.613035199318591140e+02,1.613035199318591140e+02,1.613035199318590855e+02,1.613035199318591140e+02,1.613035199318590571e+02,1.613035199318591140e+02,1.613035199318590571e+02,1.613035199318591140e+02
3.048027995242720678e+01,1.613053219878810864e+02,1.613053219878811433e+02,1.613053219878810864e+02,1.613053219878811149e+02,1.613053219878811717e+02,1.613053219878810864e+02,1.613053219878810296e+02,1.613053219878811149e+02,1.613053219878810580e+02,1.613053219878810864e+02,1.613053219878811149e+02,1.613053219878811149e+02,1.613053219878811433e+02,1.613053219878810580e+02,1.613053219878810296e+02,1.613053219878811149e+02,1.613053219878810864e+02,1.613053219878811149e+02,1.613053219878811149e+02,1.613053219878810296e+02,1.613053219878811149e+02,1.613053219878810580e+02,1.613053219878810864e+02,1.613053219878810580e+02,1.613053219878811717e+02,1.613053219878811433e+02,1.613053219878811149e+02,1.613053219878810864e+02,1.613053219878810012e+02,1.613053219878810864e+02,1.613053219878812001e+02,1.613053219878810864e+02,1.613053219878810864e+02,1.613053219878810580e+02,1.613053219878810864e+02,1.613053219878810864e+02,1.613053219878811149e+02,1.613053219878810864e+02,1.613053219878810864e+02,1.613053219878810864e+02,1.613053219878811149e+02,1.613053219878811149e+02,1.613053219878811149e+02,1.613053219878810580e+02,1.613053219878811433e+02,1.613053219878810296e+02,1.613053219878810580e+02,1.613053219878810296e+02,1.613053219878810864e+02,1.613053219878811149e+02,1.613053219878810580e+02,1.613053219878810296e+02,1.613053219878810296e+02,1.613053219878810296e+02,1.613053219878811149e+02,1.613053219878810864e+02,1.613053219878811717e+02,1.613053219878810580e+02,1.613053219878810864e+02,1.613053219878811149e+02,1.613053219878810580e+02,1.613053219878810864e+02,1.613053219878811149e+02,1.613053219878811433e+02,1.613053219878811433e+02,1.613053219878810580e+02,1.613053219878810580e+02,1.613053219878811433e+02,1.613053219878810580e+02,1.613053219878810580e+02,1.613053219878811149e+02,1.613053219878810864e+02,1.613053219878811433e+02,1.613053219878810580e+02,1.613053219878810012e+02,1.613053219878811149e+02,1.613053219878810296e+02,1.613053219878810580e+02,1.613053219878811149e+02,1.613053219878810864e+02,1.613053219878811149e+02,1.613053219878810864e+02,1.613053219878810296e+02,1.613053219878810580e+02,1.613053219878810580e+02,1.613053219878810296e+02,1.613053219878811433e+02,1.613053219878810864e+02,1.613053219878810864e+02,1.613053219878811149e+02,1.613053219878811149e+02,1.613053219878810580e+02,1.613053219878811149e+02,1.613053219878810864e+02,1.613053219878810864e+02,1.613053219878810864e+02,1.613053219878810864e+02,1.613053219878811433e+02,1.613053219878810580e+02,1.613053219878811149e+02
4.096567227427631508e+01,1.613071526987999675e+02,1.613071526988000244e+02,1.613071526987999675e+02,1.613071526988000244e+02,1.613071526988000244e+02,1.613071526987999391e+02,1.613071526987998823e+02,1.613071526987999960e+02,1.613071526987999107e+02,1.613071526987999675e+02,1.613071526987999960e+02,1.613071526987999960e+02,1.613071526987999960e+02,1.613071526987999675e+02,1.613071526987999107e+02,1.613071526987999960e+02,1.613071526987999675e+02,1.613071526987999675e+02,1.613071526988000244e+02,1.613071526987999107e+02,1.613071526987999675e+02,1.613071526987999107e+02,1.613071526987999675e+02,1.613071526987999675e+02,1.613071526988000244e+02,1.613071526987999960e+02,1.613071526988000244e+02,1.613071526987999960e+02,1.613071526987998823e+02,1.613071526987999391e+02,1.613071526988000528e+02,1.613071526987999675e+02,1.613071526987999391e+02,1.613071526987999391e+02,1.613071526987999960e+02,1.613071526988000244e+02,1.613071526987999960e+02,1.613071526987999960e+02,1.613071526987999960e+02,1.613071526987999675e+02,1.613071526988000244e+02,1.613071526987999675e+02,1.613071526987999675e+02,1.613071526987999107e+02,1.613071526988000244e+02,1.613071526987999107e+02,1.613071526987999391e+02,1.613071526987999107e+02,1.613071526987999107e+02,1.613071526987999960e+02,1.613071526987999675e+02,1.613071526987998823e+02,1.613071526987999107e+02,1.613071526987998823e+02,1.613071526988000244e+02,1.613071526987999675e+02,1.613071526988000244e+02,1.613071526987999391e+02,1.613071526987999391e+02,1.613071526987999960e+02,1.613071526987999107e+02,1.613071526987999675e+02,1.613071526988000528e+02,1.613071526988000244e+02,1.613071526988000244e+02,1.613071526987999391e+02,1.613071526987999675e+02,1.613071526988000528e+02,1.613071526987999107e+02,1.613071526987999391e+02,1.613071526987999960e+02,1.613071526987999675e+02,1.613071526987999960e+02,1.613071526987999391e+02,1.613071526987998539e+02,1.613071526987999675e+02,1.613071526987999391e+02,1.613071526987999675e+02,1.613071526987999675e+02,1.613071526987999960e+02,1.613071526987999960e+02,1.613071526987999391e+02,1.613071526987999391e+02,1.613071526987999391e+02,1.613071526987999391e+02,1.613071526987999107e+02,1.613071526987999960e+02,1.613071526987999675e+02,1.613071526987999960e+02,1.613071526987999960e+02,1.613071526987999675e+02,1.613071526987999391e+02,1.613071526987999960e+02,1.613071526987999675e+02,1.613071526987999675e+02,1.613071526987999960e+02,1.613071526987999675e+02,1.613071526987999960e+02,1.613071526987999391e+02,1.613071526987999960e+02
5.161804235789615092e+01,1.613090125195764983e+02,1.613090125195765552e+02,1.613090125195764983e+02,1.613090125195765552e+02,1.613090125195765836e+02,1.613090125195764983e+02,1.613090125195764415e+02,1.613090125195765552e+02,1.613090125195764415e+02,1.613090125195764699e+02,1.613090125195764983e+02,1.613090125195765268e+02,1.613090125195765268e+02,1.613090125195764699e+02,1.613090125195764415e+02,1.613090125195765268e+02,1.613090125195764983e+02,1.613090125195764983e+02,1.613090125195765552e+02,1.613090125195764699e+02,1.613090125195765268e+02,1.613090125195764415e+02,1.613090125195765552e+02,1.613090125195764983e+02,1.613090125195765552e+02,1.613090125195765268e+02,1.613090125195765268e+02,1.613090125195764983e+02,1.613090125195764131e+02,1.613090125195764699e+02,1.613090125195765836e+02,1.613090125195764983e+02,1.613090125195764983e+02,1.613090125195764983e+02,1.613090125195764983e+02,1.613090125195765552e+02,1.613090125195765268e+02,1.613090125195765268e+02,1.613090125195765268e+02,1.613090125195764983e+02,1.613090125195765552e+02,1.613090125195765268e+02,1.613090125195764699e+02,1.613090125195764131e+02,1.613090125195765552e+02,1.613090125195764415e+02,1.613090125195764415e+02,1.613090125195763846e+02,1.613090125195764699e+02,1.613090125195765552e+02,1.613090125195765268e+02,1.613090125195763846e+02,1.613090125195764699e+02,1.613090125195764131e+02,1.613090125195765552e+02,1.613090125195764983e+02,1.613090125195765552e+02,1.613090125195764415e+02,1.613090125195764699e+02,1.613090125195765268e+02,1.613090125195764415e+02,1.613090125195765268e+02,1.613090125195766120e+02,1.613090125195765836e+02,1.613090125195765552e+02,1.613090125195764699e+02,1.613090125195764983e+02,1.613090125195766120e+02,1.613090125195764415e+02,1.613090125195764983e+02,1.613090125195765268e+02,1.613090125195764983e+02,1.613090125195765268e+02,1.613090125195764983e+02,1.613090125195764131e+02,1.613090125195764983e+02,1.613090125195764699e+02,1.613090125195764983e+02,1.613090125195764983e+02,1.613090125195765268e+02,1.613090125195764983e+02,1.613090125195764415e+02,1.613090125195765268e+02,1.613090125195764983e+02,1.613090125195764699e+02,1.613090125195764131e+02,1.613090125195765552e+02,1.613090125195765268e+02,1.613090125195764983e+02,1.613090125195765552e+02,1.613090125195764699e+02,1.613090125195764415e+02,1.613090125195765268e+02,1.613090125195765268e+02,1.613090125195765268e+02,1.613090125195765268e+02,1.613090125195764699e+02,1.613090125195764983e+02,1.613090125195764699e+02,1.613090125195765552e+02
6.244004929052638175e+01,1.613109019123743337e+02,1.613109019123743622e+02,1.613109019123743337e+02,1.613109019123743622e+02,1.613109019123743622e+02,1.613109019123743053e+02,1.613109019123742200e+02,1.613109019123743622e+02,1.613109019123742200e+02,1.613109019123742769e+02,1.613109019123743053e+02,1.613109019123743337e+02,1.613109019123743337e+02,1.613109019123743053e+02,1.613109019123741916e+02,1.613109019123743337e+02,1.613109019123743053e+02,1.613109019123742769e+02,1.613109019123743622e+02,1.613109019123743053e+02,1.613109019123743622e+02,1.613109019123742485e+02,1.613109019123743622e+02,1.613109019123743337e+02,1.613109019123743337e+02,1.613109019123743337e+02,1.613109019123743337e+02,1.613109019123743337e+02,1.613109019123742485e+02,1.613109019123743053e+02,1.613109019123743906e+02,1.613109019123743337e+02,1.613109019123743337e+02,1.613109019123743053e+02,1.613109019123743053e+02,1.613109019123743906e+02,1.613109019123743337e+02,1.613109019123743053e+02,1.613109019123743053e+02,1.613109019123743053e+02,1.613109019123743906e+02,1.613109019123743337e+02,1.613109019123742485e+02,1.613109019123742485e+02,1.613109019123743622e+02,1.613109019123742769e+02,1.613109019123742769e+02,1.613109019123741632e+02,1.613109019123742769e+02,1.613109019123743622e+02,1.613109019123743622e+02,1.613109019123741632e+02,1.613109019123742769e+02,1.613109019123741916e+02,1.613109019123743622e+02,1.613109019123743053e+02,1.613109019123743337e+02,1.613109019123742769e+02,1.613109019123742769e+02,1.613109019123743337e+02,1.613109019123742485e+02,1.613109019123743337e+02,1.613109019123744190e+02,1.613109019123743622e+02,1.613109019123743906e+02,1.613109019123742485e+02,1.613109019123742485e+02,1.613109019123744190e+02,1.613109019123742769e+02,1.613109019123742769e+02,1.613109019123743337e+02,1.613109019123743053e+02,1.613109019123742769e+02,1.613109019123743053e+02,1.613109019123742485e+02,1.613109019123742769e+02,1.613109019123742485e+02,1.613109019123743053e+02,1.613109019123743053e+02,1.613109019123743053e+02,1.613109019123742769e+02,1.613109019123742485e+02,1.613109019123743622e+02,1.613109019123743053e+02,1.613109019123742769e+02,1.613109019123742485e+02,1.613109019123743622e+02,1.613109019123743337e+02,1.613109019123743337e+02,1.613109019123743337e+02,1.613109019123742769e+02,1.613109019123742485e+02,1.613109019123743622e+02,1.613109019123743337e+02,1.613109019123743053e+02,1.613109019123743337e+02,1.613109019123742769e+02,1.613109019123743337e+02,1.613109019123743337e+02,1.613109019123743622e+02
7.343439450483563746e+01,1.613128213466703471e+02,1.613128213466703471e+02,1.613128213466703187e+02,1.613128213466703187e+02,1.613128213466703187e+02,1.613128213466702903e+02,1.613128213466701766e+02,1.613128213466703755e+02,1.613128213466702050e+02,1.613128213466702618e+02,1.613128213466702903e+02,1.613128213466703187e+02,1.613128213466703471e+02,1.613128213466702618e+02,1.613128213466702050e+02,1.613128213466703187e+02,1.613128213466702903e+02,1.613128213466702618e+02,1.613128213466703471e+02,1.613128213466702903e+02,1.613128213466703471e+02,1.613128213466702618e+02,1.613128213466703471e+02,1.613128213466703187e+02,1.613128213466703187e+02,1.613128213466703187e+02,1.613128213466703187e+02,1.613128213466703471e+02,1.613128213466701766e+02,1.613128213466702618e+02,1.613128213466703471e+02,1.613128213466702903e+02,1.613128213466703187e+02,1.613128213466703187e+02,1.613128213466703187e+02,1.613128213466704040e+02,1.613128213466703187e+02,1.613128213466703187e+02,1.613128213466703187e+02,1.613128213466703471e+02,1.613128213466703755e+02,1.613128213466703187e+02,1.613128213466702334e+02,1.613128213466702618e+02,1.613128213466703187e+02,1.613128213466703187e+02,1.613128213466702618e+02,1.613128213466701766e+02,1.613128213466702618e+02,1.613128213466703471e+02,1.613128213466703187e+02,1.613128213466701482e+02,1.613128213466702618e+02,1.613128213466702050e+02,1.613128213466703187e+02,1.613128213466702903e+02,1.613128213466702903e+02,1.613128213466702334e+02,1.613128213466703187e+02,1.613128213466702903e+02,1.613128213466702618e+02,1.613128213466702903e+02,1.613128213466704040e+02,1.613128213466703471e+02,1.613128213466703755e+02,1.613128213466702334e+02,1.613128213466702334e+02,1.613128213466703755e+02,1.613128213466702334e+02,1.613128213466702334e+02,1.613128213466703471e+02,1.613128213466702618e+02,1.613128213466702618e+02,1.613128213466702903e+02,1.613128213466702050e+02,1.613128213466702334e+02,1.613128213466702334e+02,1.613128213466702618e+02,1.613128213466702903e+02,1.613128213466702618e+02,1.613128213466702903e+02,1.613128213466702334e+02,1.613128213466703187e+02,1.613128213466702618e+02,1.613128213466702618e+02,1.613128213466702334e+02,1.613128213466703755e+02,1.613128213466703187e+02,1.613128213466703471e+02,1.613128213466703187e+02,1.613128213466702618e+02,1.613128213466702334e+02,1.613128213466703187e+02,1.613128213466702903e+02,1.613128213466702903e+02,1.613128213466703187e+02,1.613128213466702618e+02,1.613128213466702903e+02,1.613128213466703187e+02,1.613128213466703187e+02
8.460382245326393047e+01,1.613147712993719551e+02,1.613147712993719836e+02,1.613147712993719551e+02,1.613147712993719267e+02,1.613147712993719836e+02,1.613147712993718983e+02,1.613147712993718130e+02,1.613147712993720404e+02,1.613147712993718415e+02,1.613147712993718983e+02,1.613147712993719836e+02,1.613147712993719836e+02,1.613147712993720120e+02,1.613147712993718415e+02,1.613147712993718699e+02,1.613147712993719551e+02,1.613147712993719267e+02,1.613147712993719267e+02,1.613147712993719836e+02,1.613147712993718983e+02,1.613147712993720120e+02,1.613147712993718699e+02,1.613147712993719836e+02,1.613147712993719551e+02,1.613147712993719551e+02,1.613147712993719551e+02,1.613147712993719267e+02,1.613147712993719551e+02,1.613147712993718130e+02,1.613147712993718699e+02,1.613147712993720120e+02,1.613147712993719267e+02,1.613147712993718983e+02,1.613147712993720120e+02,1.613147712993719267e+02,1.613147712993720120e+02,1.613147712993719267e+02,1.613147712993719551e+02,1.613147712993719551e+02,1.613147712993719551e+02,1.613147712993719836e+02,1.613147712993719836e+02,1.613147712993718415e+02,1.613147712993719267e+02,1.613147712993718983e+02,1.613147712993719551e+02,1.613147712993718983e+02,1.613147712993717846e+02,1.613147712993718983e+02,1.613147712993719836e+02,1.613147712993719836e+02,1.613147712993717562e+02,1.613147712993718699e+02,1.613147712993718415e+02,1.613147712993719267e+02,1.613147712993719267e+02,1.613147712993718983e+02,1.613147712993718699e+02,1.613147712993719551e+02,1.613147712993718983e+02,1.613147712993718983e+02,1.613147712993719267e+02,1.613147712993720404e+02,1.613147712993719836e+02,1.613147712993720404e+02,1.613147712993718699e+02,1.613147712993718415e+02,1.613147712993720120e+02,1.613147712993718699e+02,1.613147712993718415e+02,1.613147712993719836e+02,1.613147712993719267e+02,1.613147712993718983e+02,1.613147712993719267e+02,1.613147712993718130e+02,1.613147712993718699e+02,1.613147712993718983e+02,1.613147712993718983e+02,1.613147712993719267e+02,1.613147712993719267e+02,1.613147712993719551e+02,1.613147712993718699e+02,1.613147712993719267e+02,1.613147712993719267e+02,1.613147712993719267e+02,1.613147712993718983e+02,1.613147712993720404e+02,1.613147712993719551e+02,1.613147712993720120e+02,1.613147712993719836e+02,1.613147712993718699e+02,1.613147712993718699e+02,1.613147712993719551e+02,1.613147712993719551e+02,1.613147712993719551e+02,1.613147712993719267e+02,1.613147712993718983e+02,1.613147712993719267e+02,1.613147712993719551e+02,1.613147712993719267e+02
9.595112129310385285e+01,1.613167522549337605e+02,1.613167522549338173e+02,1.613167522549338173e+02,1.613167522549337605e+02,1.613167522549338173e+02,1.613167522549337320e+02,1.613167522549336468e+02,1.613167522549338457e+02,1.613167522549337036e+02,1.613167522549337605e+02,1.613167522549338173e+02,1.613167522549337889e+02,1.613167522549338742e+02,1.613167522549337320e+02,1.613167522549337036e+02,1.613167522549337889e+02,1.613167522549337889e+02,1.613167522549337605e+02,1.613167522549338457e+02,1.613167522549336752e+02,1.613167522549338457e+02,1.613167522549337036e+02,1.613167522549338457e+02,1.613167522549338173e+02,1.613167522549337605e+02,1.613167522549338173e+02,1.613167522549337320e+02,1.613167522549337889e+02,1.613167522549336184e+02,1.613167522549336752e+02,1.613167522549338742e+02,1.613167522549337605e+02,1.613167522549337320e+02,1.613167522549337889e+02,1.613167522549337605e+02,1.613167522549338173e+02,1.613167522549337605e+02,1.613167522549338173e+02,1.613167522549338173e+02,1.613167522549337889e+02,1.613167522549338457e+02,1.613167522549337889e+02,1.613167522549337036e+02,1.613167522549338173e+02,1.613167522549337036e+02,1.613167522549338173e+02,1.613167522549337320e+02,1.613167522549336468e+02,1.613167522549337605e+02,1.613167522549337889e+02,1.613167522549338457e+02,1.613167522549335899e+02,1.613167522549337320e+02,1.613167522549336752e+02,1.613167522549337889e+02,1.613167522549337889e+02,1.613167522549337605e+02,1.613167522549337036e+02,1.613167522549337605e+02,1.613167522549337320e+02,1.613167522549337320e+02,1.613167522549337605e+02,1.613167522549339026e+02,1.613167522549338173e+02,1.613167522549338742e+02,1.613167522549337036e+02,1.613167522549336468e+02,1.613167522549338457e+02,1.613167522549337036e+02,1.613167522549337036e+02,1.613167522549338173e+02,1.613167522549337320e+02,1.613167522549337889e+02,1.613167522549337889e+02,1.613167522549336184e+02,1.613167522549337320e+02,1.613167522549337605e+02,1.613167522549337320e+02,1.613167522549337605e+02,1.613167522549337605e+02,1.613167522549338173e+02,1.613167522549337320e+02,1.613167522549337605e+02,1.613167522549337320e+02,1.613167522549337889e+02,1.613167522549337605e+02,1.613167522549339026e+02,1.613167522549337320e+02,1.613167522549338457e+02,1.613167522549337889e+02,1.613167522549337605e+02,1.613167522549337036e+02,1.613167522549337889e+02,1.613167522549338173e+02,1.613167522549337889e+02,1.613167522549337320e+02,1.613167522549337320e+02,1.613167522549337605e+02,1.613167522549337889e+02,1.613167522549337605e+02
1.074791235824915390e+02,1.613187647054749618e+02,1.613187647054750471e+02,1.613187647054750471e+02,1.613187647054750187e+02,1.613187647054750471e+02,1.613187647054749618e+02,1.613187647054748766e+02,1.613187647054750755e+02,1.613187647054749618e+02,1.613187647054749903e+02,1.613187647054750471e+02,1.613187647054749903e+02,1.613187647054751324e+02,1.613187647054749618e+02,1.613187647054749618e+02,1.613187647054750187e+02,1.613187647054749618e+02,1.613187647054749618e+02,1.613187647054750755e+02,1.613187647054749334e+02,1.613187647054750471e+02,1.613187647054749334e+02,1.613187647054751039e+02,1.613187647054750187e+02,1.613187647054750187e+02,1.613187647054750471e+02,1.613187647054749903e+02,1.613187647054749903e+02,1.613187647054748197e+02,1.613187647054749334e+02,1.613187647054751039e+02,1.613187647054750187e+02,1.613187647054749334e+02,1.613187647054749903e+02,1.613187647054749903e+02,1.613187647054750187e+02,1.613187647054749903e+02,1.613187647054750471e+02,1.613187647054750471e+02,1.613187647054750471e+02,1.613187647054751039e+02,1.613187647054750187e+02,1.613187647054749334e+02,1.613187647054750187e+02,1.613187647054749334e+02,1.613187647054750471e+02,1.613187647054749334e+02,1.613187647054748766e+02,1.613187647054749618e+02,1.613187647054750187e+02,1.613187647054750755e+02,1.613187647054748197e+02,1.613187647054750187e+02,1.613187647054748766e+02,1.613187647054750187e+02,1.613187647054750187e+02,1.613187647054749618e+02,1.613187647054749334e+02,1.613187647054749903e+02,1.613187647054749618e+02,1.613187647054749903e+02,1.613187647054750187e+02,1.613187647054751324e+02,1.613187647054750471e+02,1.613187647054750755e+02,1.613187647054749618e+02,1.613187647054748766e+02,1.613187647054750471e+02,1.613187647054749334e+02,1.613187647054749334e+02,1.613187647054750471e+02,1.613187647054749618e+02,1.613187647054750187e+02,1.613187647054749903e+02,1.613187647054748766e+02,1.613187647054749618e+02,1.613187647054749903e+02,1.613187647054749618e+02,1.613187647054749903e+02,1.613187647054750187e+02,1.613187647054750471e+02,1.613187647054749334e+02,1.613187647054749618e+02,1.613187647054749903e+02,1.613187647054750187e+02,1.613187647054750187e+02,1.613187647054751324e+02,1.613187647054749050e+02,1.613187647054751039e+02,1.613187647054749903e+02,1.613187647054749903e+02,1.613187647054749334e+02,1.613187647054750187e+02,1.613187647054750471e+02,1.613187647054749903e+02,1.613187647054749334e+02,1.613187647054749618e+02,1.613187647054750471e+02,1.613187647054750471e+02,1.613187647054749903e+02
